file,year,line_no,keyword,context
R0109giketukekka,2019,21,補正予算,議案      令和元度御杖村一般会計補正予算（第2号）の議定について
R0109giketukekka,2019,22,予算,〃        〃       予算決算    R1.9.10   可 決     〃        〃
R0109giketukekka,2019,22,決算,〃        〃       予算決算    R1.9.10   可 決     〃        〃
R0109giketukekka,2019,24,予算,議案      令和元年度御杖村簡易水道事業特別会計補正予算（第2号）の議定につい
R0109giketukekka,2019,24,補正予算,議案      令和元年度御杖村簡易水道事業特別会計補正予算（第2号）の議定につい
R0109giketukekka,2019,27,予算,議案      令和元年度御杖村国民健康保険特別会計補正予算（第2号）の議定につい
R0109giketukekka,2019,27,補正予算,議案      令和元年度御杖村国民健康保険特別会計補正予算（第2号）の議定につい
R0109giketukekka,2019,30,予算,議案      令和元年度御杖村介護保険特別会計補正予算（第2号）の議定について
R0109giketukekka,2019,30,補正予算,議案      令和元年度御杖村介護保険特別会計補正予算（第2号）の議定について
R0109giketukekka,2019,33,契約,議案      土屋原公民館・体育館耐震改修工事に伴う工事請負契約の締結について
R0109giketukekka,2019,33,工事,議案      土屋原公民館・体育館耐震改修工事に伴う工事請負契約の締結について
R0109giketukekka,2019,36,決算,認定      平成30年度御杖村一般会計歳入歳出決算の認定について
R0109giketukekka,2019,37,予算,〃       R1.9.4   予算決算    R1.9.10   可決      〃       認 定
R0109giketukekka,2019,37,決算,〃       R1.9.4   予算決算    R1.9.10   可決      〃       認 定
R0109giketukekka,2019,39,決算,認定      平成30年度御杖村簡易水道事業特別会計歳入歳出決算の認定について
R0109giketukekka,2019,45,決算,認定    平成30年度御杖村国民健康保険特別会計歳入歳出決算の認定について
R0109giketukekka,2019,46,予算,R1.9.4   R1.9.4   予算決算   R1.9.10   可 決     〃       認 定
R0109giketukekka,2019,46,決算,R1.9.4   R1.9.4   予算決算   R1.9.10   可 決     〃       認 定
R0109giketukekka,2019,48,決算,認定    平成30年度御杖村介護保険特別会計歳入歳出決算の認定について
R0109giketukekka,2019,51,決算,認定    平成30年度御杖村後期高齢者医療特別会計歳入歳出決算の認定につい
R0109kaigiroku,2019,52,予算,◎議案第 31 号、令和元年度御杖村一般会計補正予算（第 2 号）の議定につい
R0109kaigiroku,2019,52,補正予算,◎議案第 31 号、令和元年度御杖村一般会計補正予算（第 2 号）の議定につい
R0109kaigiroku,2019,54,予算,◎議案第 32 号、令和元年度御杖村簡易水道事業特別会計補正予算（第 2 号）
R0109kaigiroku,2019,54,補正予算,◎議案第 32 号、令和元年度御杖村簡易水道事業特別会計補正予算（第 2 号）
R0109kaigiroku,2019,56,予算,◎議案第 33 号、令和元年度御杖村国民健康保険特別会計補正予算（第 2 号）
R0109kaigiroku,2019,56,補正予算,◎議案第 33 号、令和元年度御杖村国民健康保険特別会計補正予算（第 2 号）
R0109kaigiroku,2019,58,予算,◎議案第 34 号、令和元年度御杖村介護保険特別会計補正予算（第 2 号）の議
R0109kaigiroku,2019,58,補正予算,◎議案第 34 号、令和元年度御杖村介護保険特別会計補正予算（第 2 号）の議
R0109kaigiroku,2019,61,決算,・認定第 1 号、平成 30 年度御杖村一般会計歳入歳出決算の認定について
R0109kaigiroku,2019,62,決算,・認定第 2 号、平成 30 年度御杖村簡易水道事業特別会計歳入歳出決算の認
R0109kaigiroku,2019,64,決算,・認定第 3 号、平成 30 年度御杖村国民健康保険特別会計歳入歳出決算の認
R0109kaigiroku,2019,66,決算,・認定第 4 号、平成 30 年度介護保険特別会計歳入歳出決算の認定について
R0109kaigiroku,2019,67,決算,・認定第 5 号、平成 30 年度御杖村後期高齢者医療特別会計歳入歳出決算の
R0109kaigiroku,2019,77,契約,◎議案第 35 号、土屋原公民館・体育館耐震改修工事に伴う工事請負契約の締
R0109kaigiroku,2019,77,工事,◎議案第 35 号、土屋原公民館・体育館耐震改修工事に伴う工事請負契約の締
R0109kaigiroku,2019,96,予算,・議案第 31 号、令和元度御杖村一般会計補正予算（第 2 号）の議定について ・
R0109kaigiroku,2019,96,補正予算,・議案第 31 号、令和元度御杖村一般会計補正予算（第 2 号）の議定について ・
R0109kaigiroku,2019,97,予算,議案第 32 号、令和元年度御杖村簡易水道事業特別会計補正予算（第 2 号）
R0109kaigiroku,2019,97,補正予算,議案第 32 号、令和元年度御杖村簡易水道事業特別会計補正予算（第 2 号）
R0109kaigiroku,2019,99,予算,補正予算（第 2 号）の議定について ・議案第 34 号、令和元年度御杖村介
R0109kaigiroku,2019,99,補正予算,補正予算（第 2 号）の議定について ・議案第 34 号、令和元年度御杖村介
R0109kaigiroku,2019,100,予算,護保険特別会計補正予算（第 2 号）の議定について ............. - 41 -
R0109kaigiroku,2019,100,補正予算,護保険特別会計補正予算（第 2 号）の議定について ............. - 41 -
R0109kaigiroku,2019,101,予算,◎議案第 31 号、令和元度御杖村一般会計補正予算（第 2 号）の議定について
R0109kaigiroku,2019,101,補正予算,◎議案第 31 号、令和元度御杖村一般会計補正予算（第 2 号）の議定について
R0109kaigiroku,2019,103,予算,◎議案第 32 号、令和元年度御杖村簡易水道事業特別会計補正予算（第 2 号）
R0109kaigiroku,2019,103,補正予算,◎議案第 32 号、令和元年度御杖村簡易水道事業特別会計補正予算（第 2 号）
R0109kaigiroku,2019,105,予算,◎議案第 33 号、令和元年度御杖村国民健康保険特別会計補正予算（第 2 号）
R0109kaigiroku,2019,105,補正予算,◎議案第 33 号、令和元年度御杖村国民健康保険特別会計補正予算（第 2 号）
R0109kaigiroku,2019,107,予算,◎議案 34 号、令和元年度御杖村介護保険特別会計補正予算（第 2 号）の議定
R0109kaigiroku,2019,107,補正予算,◎議案 34 号、令和元年度御杖村介護保険特別会計補正予算（第 2 号）の議定
R0109kaigiroku,2019,110,決算,・認定第 1 号、平成 30 年度御杖村一般会計歳入歳出決算の認定について
R0109kaigiroku,2019,111,決算,・認定第 2 号、平成 30 年度御杖村簡易水道事業特別会計歳入歳出決算の認
R0109kaigiroku,2019,113,決算,・認定第 3 号、平成 30 年度御杖村国民健康保険特別会計歳入歳出決算の認
R0109kaigiroku,2019,115,決算,・認定第 4 号、平成 30 年度御杖村介護保険特別会計歳入歳出決算の認定に
R0109kaigiroku,2019,117,決算,・認定第 5 号、平成 30 年度御杖村後期高齢者医療特別会計歳入歳出決算の
R0109kaigiroku,2019,119,決算,◎認定第 1 号、平成 30 年度御杖村一般会計歳入歳出決算の認定について［討
R0109kaigiroku,2019,121,決算,◎認定第 2 号、平成 30 年度御杖村簡易水道事業特別会計歳入歳出決算の認定
R0109kaigiroku,2019,123,決算,◎認定第 3 号、平成 30 年度御杖村国民健康保険特別会計歳入歳出決算の認定
R0109kaigiroku,2019,125,決算,◎認定第 4 号、平成 30 年度御杖村介護保険特別会計歳入歳出決算の認定につ
R0109kaigiroku,2019,127,決算,◎認定第 5 号、平成 30 年度御杖村後期高齢者医療特別会計歳入歳出決算の認
R0109kaigiroku,2019,129,契約,◎議案第 35 号、土屋原公民館・体育館耐震改修工事に伴う工事請負契約の締
R0109kaigiroku,2019,129,工事,◎議案第 35 号、土屋原公民館・体育館耐震改修工事に伴う工事請負契約の締
R0109kaigiroku,2019,178,予算,第 13 議案第 31 号［予算決算委員会付託］
R0109kaigiroku,2019,178,決算,第 13 議案第 31 号［予算決算委員会付託］
R0109kaigiroku,2019,179,予算,令和元度御杖村一般会計補正予算（第 2 号）の議定について
R0109kaigiroku,2019,179,補正予算,令和元度御杖村一般会計補正予算（第 2 号）の議定について
R0109kaigiroku,2019,180,予算,第 14 議案第 32 号［予算決算委員会付託］
R0109kaigiroku,2019,180,決算,第 14 議案第 32 号［予算決算委員会付託］
R0109kaigiroku,2019,181,予算,令和元年度御杖村簡易水道事業特別会計補正予算（第 2 号）の議
R0109kaigiroku,2019,181,補正予算,令和元年度御杖村簡易水道事業特別会計補正予算（第 2 号）の議
R0109kaigiroku,2019,183,予算,第 15 議案第 33 号［予算決算委員会付託］
R0109kaigiroku,2019,183,決算,第 15 議案第 33 号［予算決算委員会付託］
R0109kaigiroku,2019,184,予算,令和元年度御杖村国民健康保険特別会計補正予算（第 2 号）の議
R0109kaigiroku,2019,184,補正予算,令和元年度御杖村国民健康保険特別会計補正予算（第 2 号）の議
R0109kaigiroku,2019,186,予算,第 16 議案第 34 号［予算決算委員会付託］
R0109kaigiroku,2019,186,決算,第 16 議案第 34 号［予算決算委員会付託］
R0109kaigiroku,2019,187,予算,令和元年度御杖村介護保険特別会計補正予算（第 2 号）の議定に
R0109kaigiroku,2019,187,補正予算,令和元年度御杖村介護保険特別会計補正予算（第 2 号）の議定に
R0109kaigiroku,2019,191,予算,第 17   認定第 1 号［予算決算委員会付託］
R0109kaigiroku,2019,191,決算,第 17   認定第 1 号［予算決算委員会付託］
R0109kaigiroku,2019,192,決算,平成 30 年度御杖村一般会計歳入歳出決算の認定について
R0109kaigiroku,2019,193,予算,第 18   認定第 2 号［予算決算委員会付託］
R0109kaigiroku,2019,193,決算,第 18   認定第 2 号［予算決算委員会付託］
R0109kaigiroku,2019,194,決算,平成 30 年度御杖村簡易水道事業特別会計歳入歳出決算の認定につ
R0109kaigiroku,2019,196,予算,第 19   認定第 3 号［予算決算委員会付託］
R0109kaigiroku,2019,196,決算,第 19   認定第 3 号［予算決算委員会付託］
R0109kaigiroku,2019,197,決算,平成 30 年度御杖村国民健康保険特別会計歳入歳出決算の認定につ
R0109kaigiroku,2019,199,予算,第 20   認定第 4 号［予算決算委員会付託］
R0109kaigiroku,2019,199,決算,第 20   認定第 4 号［予算決算委員会付託］
R0109kaigiroku,2019,200,決算,平成 30 年度御杖村介護保険特別会計歳入歳出決算の認定について
R0109kaigiroku,2019,201,予算,第 21   認定第 5 号［予算決算委員会付託］
R0109kaigiroku,2019,201,決算,第 21   認定第 5 号［予算決算委員会付託］
R0109kaigiroku,2019,202,決算,平成 30 年度御杖村後期高齢者医療特別会計歳入歳出決算の認定に
R0109kaigiroku,2019,214,契約,土屋原公民館・体育館耐震改修工事に伴う工事請負契約の締結につ
R0109kaigiroku,2019,214,工事,土屋原公民館・体育館耐震改修工事に伴う工事請負契約の締結につ
R0109kaigiroku,2019,303,予算,13 日までの 10 日間とし、全員協議会を 5 日、むらづくり委員会を 6 日、予算決
R0109kaigiroku,2019,312,予算,行い、議案第 27 号と 30 号をむらづくり委員会へ、補正予算 4 件と決算 5 件は
R0109kaigiroku,2019,312,補正予算,行い、議案第 27 号と 30 号をむらづくり委員会へ、補正予算 4 件と決算 5 件は
R0109kaigiroku,2019,312,決算,行い、議案第 27 号と 30 号をむらづくり委員会へ、補正予算 4 件と決算 5 件は
R0109kaigiroku,2019,313,予算,予算決算委員会へそれぞれ付託し、その他の案件については、開会日に即決す
R0109kaigiroku,2019,313,決算,予算決算委員会へそれぞれ付託し、その他の案件については、開会日に即決す
R0109kaigiroku,2019,379,繰越,続いて、報告第 3 号、平成 30 年度奈良県広域消防組合一般会計繰越明許費
R0109kaigiroku,2019,380,繰越,繰越計算書の報告について、地方自治法第 213 条第 1 項の規定により、消防救
R0109kaigiroku,2019,381,繰越,"急デジタル無線伝播調査業務委託事業、1,490 万 4 千円の繰越の報告です。"
R0109kaigiroku,2019,382,繰越,報告第 4 号、平成 30 年度奈良県広域消防組合中和消防事業特別会計繰越明
R0109kaigiroku,2019,383,繰越,許費繰越計算書の報告について、地方自治法第 213 条第 1 項の規定により、高
R0109kaigiroku,2019,384,繰越,"田消防署水槽付消防ポンプ車整備事業、4,485 万円の繰越の報告です。"
R0109kaigiroku,2019,392,予算,議第 32 号、令和元年度奈良県広域消防組合一般会計補正予算第 1 号につい
R0109kaigiroku,2019,392,補正予算,議第 32 号、令和元年度奈良県広域消防組合一般会計補正予算第 1 号につい
R0109kaigiroku,2019,393,予算,"て、歳入歳出予算からそれぞれ 1,840 万 8 千円を減額し、総額 32 億 5,715 万 2"
R0109kaigiroku,2019,398,基金,政調整基金繰入金の 492 千円の増額となっております。
R0109kaigiroku,2019,399,財産,議第 33 号、議第 34 号、および議第 35 号は財産の取得です。財産を買い入
R0109kaigiroku,2019,399,取得,議第 33 号、議第 34 号、および議第 35 号は財産の取得です。財産を買い入
R0109kaigiroku,2019,401,契約,すべき契約及び財産の取得又は処分に関する条例第 3 条の規定による議決を求
R0109kaigiroku,2019,401,財産,すべき契約及び財産の取得又は処分に関する条例第 3 条の規定による議決を求
R0109kaigiroku,2019,401,取得,すべき契約及び財産の取得又は処分に関する条例第 3 条の規定による議決を求
R0109kaigiroku,2019,405,取得,"議案第 33 号は、防火服一式、3,112 万 848 円の取得です。議案第 34 号、ネ"
R0109kaigiroku,2019,406,取得,"ットワークパソコン 200 台、3,013 万 2 千円の取得です。議案第 35 号、高規格"
R0109kaigiroku,2019,407,取得,"救急自動車 6 台、1 億 5,992 万 6,400 円の取得です。"
R0109kaigiroku,2019,408,財産,以上、33 号から 35 号までの財産の取得の内容でございます。
R0109kaigiroku,2019,408,取得,以上、33 号から 35 号までの財産の取得の内容でございます。
R0109kaigiroku,2019,415,財産,との報告がありました。議案第 35 号、財産の取得について、高規格救急自動車
R0109kaigiroku,2019,415,取得,との報告がありました。議案第 35 号、財産の取得について、高規格救急自動車
R0109kaigiroku,2019,416,契約,6 台の契約金額に誤植があることが分かりました。11 月 25 日に次回予定されて
R0109kaigiroku,2019,454,予算,条例制定、一般会計及び特別会計の補正予算、平成 30 年度一般会計及び特別
R0109kaigiroku,2019,454,補正予算,条例制定、一般会計及び特別会計の補正予算、平成 30 年度一般会計及び特別
R0109kaigiroku,2019,455,決算,会計の決算認定、また人事案件など報告を含めまして 18 件となっております。
R0109kaigiroku,2019,506,工事,桃俣地内の県道バイパス工事、村道三畝線が完成しました。引き続き、現在実
R0109kaigiroku,2019,798,予算,◎議案第 31 号、令和元年度御杖村一般会計補正予算（第
R0109kaigiroku,2019,798,補正予算,◎議案第 31 号、令和元年度御杖村一般会計補正予算（第
R0109kaigiroku,2019,801,予算,会計補正予算（第 2 号）の議定についてを議題とします。本案について、提案
R0109kaigiroku,2019,801,補正予算,会計補正予算（第 2 号）の議定についてを議題とします。本案について、提案
R0109kaigiroku,2019,804,予算,"○村長（伊藤収宜君） 本案は、歳入歳出予算それぞれに 2 億 7,067 万 2 千円を"
R0109kaigiroku,2019,805,予算,"追加し、歳入歳出予算の総額を歳入歳出それぞれ 25 億 6,300 万 9 千円とする"
R0109kaigiroku,2019,807,基金,今回の主な補正の内容は、平成 30 年度の繰越金を基金に積み立てるもので
R0109kaigiroku,2019,807,繰越,今回の主な補正の内容は、平成 30 年度の繰越金を基金に積み立てるもので
R0109kaigiroku,2019,814,予算,本案については、全員協議会で詳細な説明を受け、予算決算委員会に付託す
R0109kaigiroku,2019,814,決算,本案については、全員協議会で詳細な説明を受け、予算決算委員会に付託す
R0109kaigiroku,2019,821,予算,年度御杖村一般会計補正予算（第 2 号）の議定については、予算決算委員会
R0109kaigiroku,2019,821,補正予算,年度御杖村一般会計補正予算（第 2 号）の議定については、予算決算委員会
R0109kaigiroku,2019,821,決算,年度御杖村一般会計補正予算（第 2 号）の議定については、予算決算委員会
R0109kaigiroku,2019,826,予算,補正予算（第 2 号）の議定について［上程、説明、質疑、
R0109kaigiroku,2019,826,補正予算,補正予算（第 2 号）の議定について［上程、説明、質疑、
R0109kaigiroku,2019,829,予算,水道事業特別会計補正予算（第 2 号）の議定についてを議題とします。本案に
R0109kaigiroku,2019,829,補正予算,水道事業特別会計補正予算（第 2 号）の議定についてを議題とします。本案に
R0109kaigiroku,2019,832,予算,○村長（伊藤収宜君） 本案は、歳入歳出予算それぞれに 254 万 4 千円を追加し、
R0109kaigiroku,2019,833,予算,"歳入歳出予算の総額を歳入歳出それぞれ 1 億 1,921 万 8 千円とするものでござ"
R0109kaigiroku,2019,835,基金,今回の主な補正の内容は、平成 30 年度の繰越金を基金に積み立てるもので
R0109kaigiroku,2019,835,繰越,今回の主な補正の内容は、平成 30 年度の繰越金を基金に積み立てるもので
R0109kaigiroku,2019,842,予算,本案については、全員協議会で詳細な説明を受け、予算決算委員会に付託す
R0109kaigiroku,2019,842,決算,本案については、全員協議会で詳細な説明を受け、予算決算委員会に付託す
R0109kaigiroku,2019,847,予算,元年度御杖村簡易水道事業特別会計補正予算（第 2 号）の議定については、
R0109kaigiroku,2019,847,補正予算,元年度御杖村簡易水道事業特別会計補正予算（第 2 号）の議定については、
R0109kaigiroku,2019,848,予算,予算決算委員会に付託することに決定しました。
R0109kaigiroku,2019,848,決算,予算決算委員会に付託することに決定しました。
R0109kaigiroku,2019,852,予算,補正予算（第 2 号）の議定について［上程、説明、質疑、
R0109kaigiroku,2019,852,補正予算,補正予算（第 2 号）の議定について［上程、説明、質疑、
R0109kaigiroku,2019,855,予算,健康保険特別会計補正予算（第 2 号）の議定についてを議題とします。本案に
R0109kaigiroku,2019,855,補正予算,健康保険特別会計補正予算（第 2 号）の議定についてを議題とします。本案に
R0109kaigiroku,2019,858,予算,○村長（伊藤収宜君） 本案は、診療施設勘定の歳入歳出予算それぞれに 231 万
R0109kaigiroku,2019,859,予算,"円を追加し、歳入歳出予算の総額を歳入歳出それぞれ 1 億 2,259 万 4 千円とす"
R0109kaigiroku,2019,870,予算,本案については、全員協議会で詳細な説明を受け、予算決算委員会に付
R0109kaigiroku,2019,870,決算,本案については、全員協議会で詳細な説明を受け、予算決算委員会に付
R0109kaigiroku,2019,874,予算,年度御杖村国民健康保険特別会計補正予算（第 2 号）の議定については、予
R0109kaigiroku,2019,874,補正予算,年度御杖村国民健康保険特別会計補正予算（第 2 号）の議定については、予
R0109kaigiroku,2019,875,決算,算決算委員会に付託することに決定しました。
R0109kaigiroku,2019,879,予算,予算（第 2 号）の議定について［上程、説明、質疑、付
R0109kaigiroku,2019,882,予算,保険特別会計補正予算（第 2 号）の議定についてを議題とします。本案につい
R0109kaigiroku,2019,882,補正予算,保険特別会計補正予算（第 2 号）の議定についてを議題とします。本案につい
R0109kaigiroku,2019,885,予算,"○村長（伊藤収宜君） 本案は、歳入歳出予算それぞれに 5,237 万 1 千円を追加"
R0109kaigiroku,2019,886,予算,"し、歳入歳出予算の総額を歳入歳出それぞれ 3 億 9,683 万 6 千円とするもので"
R0109kaigiroku,2019,893,予算,本案については、全員協議会で詳細な説明を受け、予算決算委員会に付託す
R0109kaigiroku,2019,893,決算,本案については、全員協議会で詳細な説明を受け、予算決算委員会に付託す
R0109kaigiroku,2019,898,予算,年度御杖村介護保険特別会計補正予算（第 2 号）の議定については、予算決
R0109kaigiroku,2019,898,補正予算,年度御杖村介護保険特別会計補正予算（第 2 号）の議定については、予算決
R0109kaigiroku,2019,915,決算,計歳入歳出決算の認定について
R0109kaigiroku,2019,917,決算,計歳入歳出決算の認定について
R0109kaigiroku,2019,919,決算,決算の認定について
R0109kaigiroku,2019,921,決算,会計歳入歳出決算の認定について
R0109kaigiroku,2019,923,決算,会計歳入歳出決算の認定について、日程第 18、認定第 2 号、平成 30 年度御杖
R0109kaigiroku,2019,924,決算,村簡易水道事業特別会計歳入歳出決算の認定について、日程第 19、認定第 3
R0109kaigiroku,2019,925,決算,号、平成 30 年度御杖村国民健康保険特別会計歳入歳出決算の認定について、
R0109kaigiroku,2019,926,決算,日程第 20、認定第 4 号、平成 30 年度介護保険特別会計歳入歳出決算の認定
R0109kaigiroku,2019,928,決算,計歳入歳出決算の認定について、以上 5 議案は、平成 30 年度各会計決算の案
R0109kaigiroku,2019,930,決算,まず、一般会計決算について、説明を求めます。
R0109kaigiroku,2019,933,決算,地方自治法第 233 条の規定により、平成 30 年度御杖村一般会計歳入歳出決算
R0109kaigiroku,2019,937,決算,○会計管理者（古谷依子君） 平成 30 年度一般会計決算につきまして、本日提案
R0109kaigiroku,2019,938,決算,を致しました概要につきまして、皆様に、決算の内容に関する説明書をお配りさ
R0109kaigiroku,2019,952,予算,一般会計決算の概要、予算の執行にあたって、計上した歳入については財源
R0109kaigiroku,2019,952,決算,一般会計決算の概要、予算の執行にあたって、計上した歳入については財源
R0109kaigiroku,2019,954,決算,30 年度の一般会計歳入歳出決算額は、決算書の 91 ページの実質収支に関する
R0109kaigiroku,2019,957,繰越,"収支差引額から、繰越明許費によって翌年度へ繰り越すべき財源 3,154 万 1"
R0109kaigiroku,2019,959,決算,次に 「歳入決算の状況について」ですが平成 30 年度の歳入総額は、23 億
R0109kaigiroku,2019,963,繰越,"万 5 千円、同 15.5％、繰越金 3 億 1,455 万 7 千円、同 13.2％、村債 2 億 3,210"
R0109kaigiroku,2019,965,決算,詳細につきましては、次のページ、2 ページの第 1 表一般会計歳入決算の内
R0109kaigiroku,2019,967,決算,これを前年度決算額と比較しますと、村税は第 2 表のとおり、総額で 1 億 364
R0109kaigiroku,2019,972,決算,それぞれの税の状況は次のページ、3 ページ、第 2 表、村税決算の状況のと
R0109kaigiroku,2019,996,財産,続いて財産収入は、581 万 9 千円で、前年度に比べて 19 万 1 千円 3.2％の
R0109kaigiroku,2019,997,基金,減額となりました。金融機関の預金金利の低下に伴う基金利息収入の減額が主
R0109kaigiroku,2019,999,基金,"平成 30 年度末における基金の現金保有残高は 27 億 9,254 万 4 千円で、各"
R0109kaigiroku,2019,1000,基金,基金別の内訳は第 5 表のとおりでございます。
R0109kaigiroku,2019,1001,基金,なお、第 5 表の備考にありますとおり、土地開発基金につきましては平成 30
R0109kaigiroku,2019,1004,繰越,"繰越金は、3 億 1,455 万 7 千円で、対前年度 7,989 万円 2.6％の増額となっ"
R0109kaigiroku,2019,1017,決算,つづきまして、7 ページの歳出決算の状況についてでございますが、平成 30
R0109kaigiroku,2019,1020,決算,"目的別決算の主な内訳は、構成比の高いものから申しますと民生費 3 億 8,663"
R0109kaigiroku,2019,1023,決算,それぞれの目的別決算の状況は、第 6 表のとおりでございます。
R0109kaigiroku,2019,1024,決算,前年度決算と比較して増額となった項目では、教育費が、桃俣多目的研修セ
R0109kaigiroku,2019,1025,工事,"ンター・体育館耐震改修工事、神末体育館屋根改修工事等により、6,746 万 3"
R0109kaigiroku,2019,1026,工事,千円 47.4％の増、商工費が地域資源活用事業や三季館屋根塗装工事等により
R0109kaigiroku,2019,1029,基金,一方、減額となった項目については、総務費が基金積立金の減額等により 1
R0109kaigiroku,2019,1033,決算,性質別決算の主な内訳は、構成比の高いものから申しますと普通建設事業費
R0109kaigiroku,2019,1037,決算,前年度決算額と比較しますと、人件費は、職員給の減少や退職手当負担金の
R0109kaigiroku,2019,1047,補助金,"会負担金の減、奥宇陀線維持対策補助金の終了等により 1,348 万円 10.0％の"
R0109kaigiroku,2019,1063,決算,以上で一般会計決算の概要説明を終わらせて頂きます。
R0109kaigiroku,2019,1064,決算,詳細につきましては、決算事項別明細書や主要施策の成果に関する報告書を
R0109kaigiroku,2019,1066,決算,○議長（山岡隆良君） 次に、特別会計決算を一括して、説明を求めます。
R0109kaigiroku,2019,1070,決算,特別会計、後期高齢者医療特別会計の歳入歳出決算の認定について、上程する
R0109kaigiroku,2019,1074,決算,○会計管理者（古谷依子君） 平成 30 年度特別会計決算につきまして決算の内容
R0109kaigiroku,2019,1075,決算,に関する説明書 11 ページでございますが、第 10 表のとおり、特別会計決算の
R0109kaigiroku,2019,1093,基金,財政調整基金の取崩しは行いませんでした。
R0109kaigiroku,2019,1118,決算,以上で特別会計の決算の概要並びに村債の状況についての説明を終わらせ
R0109kaigiroku,2019,1119,決算,ていただきます。一般会計同様、詳細につきましては、決算事項別明細書等を
R0109kaigiroku,2019,1121,決算,○議長（山岡隆良君） ここで、平成 30 年度一般会計及び特別会計の決算につい
R0109kaigiroku,2019,1122,決算,て、監査委員に決算審査の意見を求めます。
R0109kaigiroku,2019,1124,決算,○監査委員（山崎往男君） ただいま、議長のご指名がございましたので、決算審
R0109kaigiroku,2019,1126,決算,別会計の決算審査意見書をご覧いただきたいと思います。
R0109kaigiroku,2019,1128,決算,監査委員とともに審査をさせて頂きました。決算審査意見書の各諸表の朗読は
R0109kaigiroku,2019,1129,決算,省略させて頂き、7 ページの決算審査結論の朗読をもって報告に代えさせて頂き
R0109kaigiroku,2019,1131,決算,平成 30 年度決算審査結論、地方公共団体の財政の健全化に関する法律の施
R0109kaigiroku,2019,1150,決算,う強く切望し、平成 30 年度決算審査の結論とする。以上でございます。
R0109kaigiroku,2019,1151,決算,○議長（山岡隆良君） ただ今、当局よりの説明と、監査委員より決算審査に係る
R0109kaigiroku,2019,1153,決算,これから決算 5 議案を一括して、総括的質疑を行います。
R0109kaigiroku,2019,1157,予算,決算議案について、一括して予算決算委員会に付託することにしたいと思い
R0109kaigiroku,2019,1157,決算,決算議案について、一括して予算決算委員会に付託することにしたいと思い
R0109kaigiroku,2019,1161,決算,5 号までの平成 30 年度一般会計歳入歳出決算および各特別会計歳入歳出決算
R0109kaigiroku,2019,1162,予算,の認定については、予算決算委員会に付託することに決定しました。
R0109kaigiroku,2019,1162,決算,の認定については、予算決算委員会に付託することに決定しました。
R0109kaigiroku,2019,1425,工事,ことで、工事等請け負いしたときには、生態系の調査もするそんななかで環境保
R0109kaigiroku,2019,1432,工事,いるとされる区域でございますので、昨今のいろんな河川の改修工事等に伴いま
R0109kaigiroku,2019,1434,工事,いうことも含めて、実際にそれぞれ工事があがってきますとその辺の確認から作
R0109kaigiroku,2019,1456,工事,◎議案第 35 号、土屋原公民館・体育館耐震改修工事に伴
R0109kaigiroku,2019,1457,契約,う工事請負契約の締結について
R0109kaigiroku,2019,1457,工事,う工事請負契約の締結について
R0109kaigiroku,2019,1459,契約,耐震改修工事に伴う工事請負契約の締結についてを議題とします。本案につき
R0109kaigiroku,2019,1459,工事,耐震改修工事に伴う工事請負契約の締結についてを議題とします。本案につき
R0109kaigiroku,2019,1463,工事,○村長（伊藤収宜君） 本案につきましては、土屋原公民館・体育館耐震改修工事
R0109kaigiroku,2019,1464,契約,に伴う工事請負契約の締結についてでございます。議会の議決に付すべき契約
R0109kaigiroku,2019,1464,工事,に伴う工事請負契約の締結についてでございます。議会の議決に付すべき契約
R0109kaigiroku,2019,1465,財産,及び財産の取得又は処分に関する条例第 2 条の規定に定める予定価格 5 千万円
R0109kaigiroku,2019,1465,取得,及び財産の取得又は処分に関する条例第 2 条の規定に定める予定価格 5 千万円
R0109kaigiroku,2019,1466,契約,以上の工事請負契約に該当することから、地方自治法第 96 条第 1 項第 5 号の
R0109kaigiroku,2019,1466,工事,以上の工事請負契約に該当することから、地方自治法第 96 条第 1 項第 5 号の
R0109kaigiroku,2019,1468,契約,契約の内容につきましては、8 月 30 日に一般競争入札を行いまして、契約金
R0109kaigiroku,2019,1468,入札,契約の内容につきましては、8 月 30 日に一般競争入札を行いまして、契約金
R0109kaigiroku,2019,1470,契約,本店常務執行役員本店長髙田幸伸と、契約を締結するものであります。
R0109kaigiroku,2019,1474,契約,○7 番（盛岡英成君） 契約金額そのものは別段どうのこうのではなしに、大まかな
R0109kaigiroku,2019,1481,工事,○教育次長（中村康幸君） ご質問いただきました工事の概要についてなんですけ
R0109kaigiroku,2019,1485,工事,査等も行ったわけなんですけども、今回の改修に合わせて張り替え工事をさせて
R0109kaigiroku,2019,1489,工事,また、屋根の排水設備等の特に樋回りとかそういったものの改修の工事を予
R0109kaigiroku,2019,1490,契約,定をしておりまして、工期につきましては、今契約しようとしています契約の中に
R0109kaigiroku,2019,1497,契約,"○6 番（木村忠雄君） これは契約金額が 8,283 万円となっていますが、村が設定"
R0109kaigiroku,2019,1502,契約,○教育次長（中村康幸君） この契約におきましての村が予定価格としておりました
R0109kaigiroku,2019,1503,契約,"金額は、8,285 万 2,330 円になりまして、実契約との差は、2 万 2 千円程度の差"
R0109kaigiroku,2019,1506,入札,○6 番（木村忠雄君） それで、村本建設が落札しておりますが、何社入札があり
R0109kaigiroku,2019,1508,入札,○教育次長（中村康幸君） 一般競争入札に対しまして、応札は 1 社でした。
