Date,Meeting,Agenda,Department,Yen_Amount,Type,Speaker,Nakashima_Role,Notes,Source_File,Page
2021,R3-12kaigiroku,◎承認第６号専決処分の承認を求めることについて,,,"予算,補正予算",議長(吉田俊弘君),,質疑なしと認めます。これで質疑を終わります。   ◎承認第６号専決処分の承認を求めることについて （令和３年度御杖村一般会計補正予算(第４号)） ［討論、採決］ ,R3-12kaigiroku,22
2021,R3-12kaigiroku,◎承認第６号専決処分の承認を求めることについて,,,"予算,補正予算",議長(吉田俊弘君),,続いて議案ごとに、討論及び採決を行います。先ず、日程第１承認第６号専 決処分の承認を求めることについて、令和３年度御杖村一般会計補正予算第４号を議題とし、討 論を行います。討論はありませんか。 （「討論なし」の声あり）,R3-12kaigiroku,22
2021,R3-12kaigiroku,◎議案第４２号令和３年度御杖村一般会計補正予算(第５号)の,,,"予算,補正予算",議長(吉田俊弘君),,ありがとうございます。全員の起立により、日程第１承認第６号専決処分の承 認を求めることについて、令和３年度御杖村一般会計補正予算第４号は、委員長の報告のとおり 承認されました。   ◎議案第４２号令和３年度御杖村一般会計補正予算(第５号)の 議定について ［討論、採決］ ,R3-12kaigiroku,22
2021,R3-12kaigiroku,◎議案第４２号令和３年度御杖村一般会計補正予算(第５号)の,,,"予算,補正予算",議長(吉田俊弘君),,次に、日程第２議案第４２号令和３年度御杖村一般会計補正予算第５号の議 定についてを議題とし、討論を行います。討論はありませんか。 （「討論なし」の声あり）,R3-12kaigiroku,22
2021,R3-12kaigiroku,◎議案第４３号令和３年度御杖村国民健康保険特別会計補正,,,"予算,補正予算",議長(吉田俊弘君),,ありがとうございます。全員の起立により、日程第２議案第４２号令和３年度御 杖村一般会計補正予算第５号の議定については、委員長の報告のとおり可決されました。   ◎議案第４３号令和３年度御杖村国民健康保険特別会計補正 予算(第４号)の議定について ［討論、採決］ ,R3-12kaigiroku,22
2021,R3-12kaigiroku,◎議案第４３号令和３年度御杖村国民健康保険特別会計補正,,,予算,議長(吉田俊弘君),,次に、日程第３議案第４３号令和３年度御杖村国民健康保険特別会計補正 予算第４号の議定についてを議題とし、討論を行います。討論はありませんか。 （「討論なし」の声あり）,R3-12kaigiroku,22
2021,R3-12kaigiroku,◎議案第４４号令和３年度御杖村後期高齢者医療特別会計補正,,,"予算,補正予算",議長(吉田俊弘君),,ありがとうございます。全員の起立により、日程第３議案第４３号令和３年度御 杖村国民健康保険特別会計補正予算第４号の議定については、委員長の報告のとおり可決され ました。   ◎議案第４４号令和３年度御杖村後期高齢者医療特別会計補正 予算(第１号)の議定について ［討論、採決］ ,R3-12kaigiroku,23
2021,R3-12kaigiroku,◎議案第４４号令和３年度御杖村後期高齢者医療特別会計補正,,,予算,議長(吉田俊弘君),,次に、日程第４議案第４４号令和３年度御杖村後期高齢者医療特別会計補 正予算第１号の議定についてを議題とし、討論を行います。討論はありませんか。 （「討論なし」の声あり）,R3-12kaigiroku,23
2021,R3-12kaigiroku,◎発委第７号閉会中の継続調査申出について（議会運営委員会）,,,"予算,補正予算",議長(吉田俊弘君),,ありがとうございます。全員の起立により、日程第４議案第４４号令和３年度御 杖村後期高齢者医療特別会計補正予算第１号の議定については、委員長の報告のとおり可決さ れました。   ◎発委第７号閉会中の継続調査申出について（議会運営委員会） ［上程、採決］ ,R3-12kaigiroku,23
2021,R3-3kaigiroku,◎発委第８号閉会中の継続調査申出について（むらづくり委員会）,,,"予算,決算,補正予算",委員長(木村忠雄君),,それでは、２月２２日に開催いたしました議会運営委員会の会議結果につ いて、報告をいたします。当日は、全委員出席のもと、３月定例会の運営について協議を行いま した。 －５－ まず、会期及び会期中の日程について協議を行い、会期を、３月９日から１８日までの１０日 間とし、全員協議会を１０日、むらづくり委員会を１２日、予算決算委員会を１５日、予算決算委 員会予備日を１７日、続会議を１８日とそれぞれ決定し、,R3-3kaigiroku,5
2021,R3-3kaigiroku,◎発委第８号閉会中の継続調査申出について（むらづくり委員会）,,989000,"予算,補正予算",３番(吉田俊弘君),,それでは、令和３年第１回宇陀衛生一部事務組合議会定例会の報告をさせて いただきます。去る２月１２日午後２時より、令和３年第１回宇陀衛生一部事務組合議会定例会 が宇陀市農村環境改善センター農林会館に於いて、開催されました。 地方自治法第１２１条の規定により、管理者ほか関係者出席のもと行われ、宇陀市から組合議長 多田興四郎議員ほか７名、東吉野村から議員２名、曽爾村から議員２名、本村から山岡議員と 私吉,R3-3kaigiroku,6
2021,R3-3kaigiroku,◎発委第８号閉会中の継続調査申出について（むらづくり委員会）,,979000,予算,２番(古川芳明君),,それでは、令和３年第１回東宇陀環境衛生組合議会定例会の報告をさせてい ただきます。去る、２月１９日午後３時より、令和３年第１回東宇陀環境衛生組合議会定例会が 東宇陀クリーンセンターにおいて開催いたしました。宇陀市からは組合議長として上田議員、組 合議員として、田中議員、松浦議員、井谷議員が出席いたしました。曽爾村からは組合議員と して坂井議員、木治議員、宇山議員が出席いたしました。御杖村からは組合,R3-3kaigiroku,7
2021,R3-3kaigiroku,◎発委第８号閉会中の継続調査申出について（むらづくり委員会）,,721000,"予算,補正予算",１番(葛城昌俊君),,それでは、令和３年３月曽爾御杖行政一部事務組合議会定例会の報告をさせ ていただきます。去る、３月２日午前１０時より、令和３年３月曽爾御杖行政一部事務組合議会 定例会が御杖村役場３階会議室において開催されました。曽爾村からは組合議長として木治 議員、組合議員として萩原議員、東口議員が出席し、本村からは組合議員として木村議員、盛 岡議員、私葛城が出席いたしました。組合議会定例会については、６名の出席で,R3-3kaigiroku,7
2021,R3-3kaigiroku,◎発議第１号御杖村議会会議規則の一部を改正する議会,,,予算,議長(山岡隆良君),,次に、日程第４、一般質問でございますが、２月２２日の議会運営委員会以降 に議員の申し合わせを行い、３月定例会については、新年度予算や条例改正等多くの議案と なることから、新型コロナウイルス感染症の感染防止対策につき、会議時間を短縮するため、一 般質問は行わないこととしました。   ◎発議第１号御杖村議会会議規則の一部を改正する議会 規則の制定について ［上程、説明、質疑、討論、採決］ ,R3-3kaigiroku,8
2021,R3-3kaigiroku,◎承認第１号専決処分の承認を求めることについて,,,"予算,補正予算",議長(山岡隆良君),,ありがとうございます。全員の起立により、日程第５発議第１号御杖村議会会議 規則の一部を改正する議会規則の制定については、原案のとおり可決されました。   －９－ ◎承認第１号専決処分の承認を求めることについて （令和２年度御杖村一般会計補正予算(第９号)） ［上程、説明、総括的質疑、付託］ ,R3-3kaigiroku,9
2021,R3-3kaigiroku,◎承認第１号専決処分の承認を求めることについて,,,"予算,補正予算",議長(山岡隆良君),,次に、日程第６承認第１号専決処分の承認を求めることについて令和２年度 御杖村一般会計補正予算第９号を議題と致します。本案について、提案理由の説明を求めま す。伊藤村長。,R3-3kaigiroku,9
2021,R3-3kaigiroku,◎承認第１号専決処分の承認を求めることについて,,1913000,予算,村長(伊藤収宜君),,"本案につきましては、歳入歳出それぞれに１９１万３千円を追加し、補正後の 総額を２９億２,１４２万３千円とするものです。主な内容は、新型コロナウイルスワクチン接種体制 の確保に向けた当面の経費で、早急に予算措置の必要があったことから２月８日に専決処分を させていただきましたので、承認をお願いするものです。ご審議の程、よろしくお願いします。",R3-3kaigiroku,9
2021,R3-3kaigiroku,◎承認第１号専決処分の承認を求めることについて,,,"予算,決算",議長(山岡隆良君),,質疑なしと認めます。これで質疑を終わります。本案については、議会運営委 員長の報告のとおり、全員協議会で詳細な説明を受け、予算決算委員会に付託することにした いと思います。ご異議ありませんか。 （「異議なし」の声あり）,R3-3kaigiroku,9
2021,R3-3kaigiroku,◎承認第２号専決処分の承認を求めることについて,,,"予算,決算,補正予算",議長(山岡隆良君),,異議なしと認めます。したがって日程第６承認第１号専決処分の承認を求める ことについて令和２年度御杖村一般会計補正予算第９号は、予算決算委員会に付託することに 決定しました。   ◎承認第２号専決処分の承認を求めることについて （令和２年度御杖村介護保険特別会計補正予算(第４号)） ［上程、説明、総括的質疑、付託］ ,R3-3kaigiroku,9
2021,R3-3kaigiroku,◎承認第２号専決処分の承認を求めることについて,,,"予算,補正予算",議長(山岡隆良君),,次に、日程第７承認第２号専決処分の承認を求めることについて令和２年度 御杖村介護保険特別会計補正予算第４号を議題と致します。本案について、提案理由の説明 を求めます。伊藤村長。,R3-3kaigiroku,9
2021,R3-3kaigiroku,◎承認第２号専決処分の承認を求めることについて,,,"予算,補正予算",村長(伊藤収宜君),,本補正予算につきましては、一部の支出において早急な予算措置が必要と なり、項及び款を越えて増額と減額を行いました。合計としての増減はございませんが、１月２ ０日に専決処分をさせていただきましたので、承認をお願いするものです。ご審議の程、よろ しくお願いします。,R3-3kaigiroku,9
2021,R3-3kaigiroku,◎承認第２号専決処分の承認を求めることについて,,,"予算,決算",議長(山岡隆良君),,質疑なしと認めます。これで質疑を終わります。本案については、議会運営委 員長の報告のとおり、全員協議会で詳細な説明を受け、予算決算委員会に付託することにした いと思います。ご異議ありませんか。 （「異議なし」の声あり）,R3-3kaigiroku,10
2021,R3-3kaigiroku,◎議案第１号御杖村国民健康保険税条例の一部を改正する,,,"予算,決算,補正予算",議長(山岡隆良君),,異議なしと認めます。したがって日程第７承認第２号専決処分の承認を求める ことについて令和２年度御杖村介護保険特別会計補正予算第４号は、予算決算委員会に付託 することに決定しました。   ◎議案第１号御杖村国民健康保険税条例の一部を改正する 条例の制定について ［上程、説明、質疑、討論、採決］ ,R3-3kaigiroku,10
2021,R3-3kaigiroku,◎議案第１１号令和２年度御杖村一般会計補正予算(第１０号),,,"予算,補正予算",議長(山岡隆良君),,ありがとうございます。全員の起立により、日程第１７･議案第１０号･奈良県市 町村総合事務組合を組織する地方公共団体の数の減少及び奈良県市町村総合事務組合規 約の変更については、原案のとおり可決されました。   ◎議案第１１号令和２年度御杖村一般会計補正予算(第１０号) の議定について ［上程、説明、総括的質疑、付託］ ,R3-3kaigiroku,17
2021,R3-3kaigiroku,◎議案第１１号令和２年度御杖村一般会計補正予算(第１０号),,,"予算,補正予算",議長(山岡隆良君),,次に、日程第１８議案第１１号令和２年度御杖村一般会計補正予算第 １０号 の議定についてを議題と致します。本案について、提案理由の説明を求めます。伊藤村長。,R3-3kaigiroku,17
2021,R3-3kaigiroku,◎議案第１１号令和２年度御杖村一般会計補正予算(第１０号),,5486000,基金,村長(伊藤収宜君),,"本案につきましては、歳入歳出それぞれに７,４０６万３千円を追加し、補正後 の総額を２９億９,５４８万６千円とするものです。主な内容ですが、地方交付税留保分のはき出し による歳入の増額や、歳出では、請負差金や実績減少による減額調整を行い、それらの収支 余剰分を財政調整基金へ積み増しております。また、新型コロナウイルスワクチンの接種体制 確保事業として、歳入歳出ともに同額を計上しております。ご審議の程",R3-3kaigiroku,17
2021,R3-3kaigiroku,◎議案第１１号令和２年度御杖村一般会計補正予算(第１０号),,,"予算,決算",議長(山岡隆良君),,質疑なしと認めます。これで質疑を終わります。本案については、議会運営委 －１８－ 員長の報告のとおり、全員協議会で詳細な説明を受け、予算決算委員会に付託することにした いと思います。ご異議ありませんか。 （「異議なし」の声あり）,R3-3kaigiroku,18
2021,R3-3kaigiroku,◎議案第１２号令和２年度御杖村簡易水道事業特別会計,Water/Sewer,,"予算,決算,補正予算",議長(山岡隆良君),,異議なしと認めます。したがって、日程第１８議案第１１号令和２年度御杖村一 般会計補正予算第１０号の議定については、予算決算委員会に付託することに決定しました。   ◎議案第１２号令和２年度御杖村簡易水道事業特別会計 補正予算(第２号)の議定について ［上程、説明、総括的質疑、付託］ ,R3-3kaigiroku,18
2021,R3-3kaigiroku,◎議案第１２号令和２年度御杖村簡易水道事業特別会計,Water/Sewer,,予算,議長(山岡隆良君),,次に、日程第１９議案第１２号令和２年度御杖村簡易水道事業特別会計補正 予算第２号の議定についてを議題と致します。本案について、提案理由の説明を求めます。伊 藤村長。,R3-3kaigiroku,18
2021,R3-3kaigiroku,◎議案第１２号令和２年度御杖村簡易水道事業特別会計,Water/Sewer,,"予算,決算",議長(山岡隆良君),,質疑なしと認めます。これで質疑を終わります。本案についても、議会運営委 員長の報告のとおり、全員協議会で詳細な説明を受け、予算決算委員会に付託することにした いと思います。ご異議ありませんか。 （「異議なし」の声あり）,R3-3kaigiroku,18
2021,R3-3kaigiroku,◎議案第１３号令和２年度御杖村国民健康保険特別会計,Water/Sewer,,"予算,決算,補正予算",議長(山岡隆良君),,異議なしと認めます。したがって、日程第１９議案第１２号令和２年度御杖村簡 易水道事業特別会計補正予算第２号の議定についても、予算決算委員会に付託することに決 定しました。   ◎議案第１３号令和２年度御杖村国民健康保険特別会計 補正予算(第５号)の議定について ［上程、説明、総括的質疑、付託］ ,R3-3kaigiroku,18
2021,R3-3kaigiroku,◎議案第１３号令和２年度御杖村国民健康保険特別会計,,,予算,議長(山岡隆良君),,次に、日程第２０議案第１３号令和２年度御杖村国民健康保険特別会計補正 予算第５号の議定についてを議題と致します。本案について、提案理由の説明を求めます。伊 藤村長。,R3-3kaigiroku,18
2021,R3-3kaigiroku,◎議案第１３号令和２年度御杖村国民健康保険特別会計,,4955000,補助金,村長(伊藤収宜君),,"本案につきましては、事業勘定の歳入歳出それぞれ１９万６千円を減額し、補 －１９－ 正後の総額を２億８,４９５万５千円とするものです。また、診療施設勘定は、新たな補助金が措 置されることにより、繰入金との調整を行ったもので、合計としての増減はありません。ご審議の 程、よろしくお願いします。",R3-3kaigiroku,19
2021,R3-3kaigiroku,◎議案第１３号令和２年度御杖村国民健康保険特別会計,,,"予算,決算",議長(山岡隆良君),,質疑なしと認めます。これで質疑を終わります。本案についても、議会運営委 員長の報告のとおり、全員協議会で詳細な説明を受け、予算決算委員会に付託することにした いと思います。ご異議ありませんか。 （「異議なし」の声あり）,R3-3kaigiroku,19
2021,R3-3kaigiroku,◎議案第１４号２年度御杖村介護保険特別会計補正,,,"予算,決算,補正予算",議長(山岡隆良君),,異議なしと認めます。したがって、日程第２０議案第１３号令和２年度御杖村国 民健康保険特別会計補正予算第５号の議定についても、予算決算委員会に付託することに決 定しました。   ◎議案第１４号２年度御杖村介護保険特別会計補正 予算(第５号)の議定について ［上程、説明、総括的質疑、付託］ ,R3-3kaigiroku,19
2021,R3-3kaigiroku,◎議案第１４号２年度御杖村介護保険特別会計補正,,,"予算,補正予算",議長(山岡隆良君),,次に、日程第２１議案第１４号令和２年度御杖村介護保険特別会計補正予算 第５号の議定についてを議題と致します。本案について、提案理由の説明を求めます。伊藤村 長。,R3-3kaigiroku,19
2021,R3-3kaigiroku,◎議案第１４号２年度御杖村介護保険特別会計補正,,,"予算,決算",議長(山岡隆良君),,質疑なしと認めます。これで質疑を終わります。本案についても、議会運営委 員長の報告のとおり、全員協議会で詳細な説明を受け、予算決算委員会に付託することにした いと思います。ご異議ありませんか。 （「異議なし」の声あり）,R3-3kaigiroku,19
2021,R3-3kaigiroku,◎議案第１５号令和２年度御杖村後期高齢者医療特別,,,"予算,決算,補正予算",議長(山岡隆良君),,異議なしと認めます。したがって、日程第２１議案第１４号令和２年度御杖村介 護保険特別会計補正予算第５号の議定についても、予算決算委員会に付託することに決定し ました。   ◎議案第１５号令和２年度御杖村後期高齢者医療特別 会計補正予算(第３号)の議定について ［上程、説明、総括的質疑、付託］ －２０－,R3-3kaigiroku,20
2021,R3-3kaigiroku,◎議案第１５号令和２年度御杖村後期高齢者医療特別,,,予算,議長(山岡隆良君),,次に、日程第２２議案第１５号令和２年度御杖村後期高齢者医療特別会計補 正予算第３号の議定についてを議題と致します。本案について、提案理由の説明を求めます。 伊藤村長。,R3-3kaigiroku,20
2021,R3-3kaigiroku,◎議案第１５号令和２年度御杖村後期高齢者医療特別,,,"予算,決算",議長(山岡隆良君),,質疑なしと認めます。これで質疑を終わります。本案についても、議会運営委 員長の報告のとおり、全員協議会で詳細な説明を受け、予算決算委員会に付託することにした いと思います。ご異議ありませんか。 （「異議なし」の声あり）,R3-3kaigiroku,20
2021,R3-3kaigiroku,◎議案第１５号令和２年度御杖村後期高齢者医療特別,,,"予算,決算,補正予算",議長(山岡隆良君),,異議なしと認めます。したがって、日程第２２議案第１５号令和２年度御杖村後 期高齢者医療特別会計補正予算第３号の議定についても、予算決算委員会に付託することに 決定しました。    ◎休憩（午前１１時０７分）  ,R3-3kaigiroku,20
2021,R3-3kaigiroku,◎議案第１５号令和２年度御杖村後期高齢者医療特別,,,予算,議長(山岡隆良君),,次の日程第２３議案第１６号から日程２７議案第２０号までは、令和３年度の一 般会計予算及び特別会計予算４議案となります。審議に入ります前に、伊藤村長より、新年度 に向けての施策方針を伺いたいと思います。伊藤村長よろしくお願いします。,R3-3kaigiroku,20
2021,R3-3kaigiroku,◎議案第１６号令和３年度御杖村一般会計予算の議定について,Construction,8215000,"予算,工事,補正予算",村長(伊藤収宜君),,令和３年３月議会定例会において、新年度の予算を提案するにあたり、村政 運営における私の所信と、施策の大綱を申し述べ、議員各位並びに村民の皆様のご理解とご －２１－ 協力をお願い申し上げたいと思います。 私は、皆さまの温かいご支援をいただき、就任以来、村民の声を聴くことを基本姿勢とし、議 員各位のご理解ご協力のもと、村政を進めてまいりました。２期目の昨年は、新型コロナウイルス の世界的な感染拡大によ,R3-3kaigiroku,24
2021,R3-3kaigiroku,◎議案第１６号令和３年度御杖村一般会計予算の議定について,,,予算,議長(山岡隆良君),,ありがとうございました。それでは、日程２３議案第１６号令和３年度御杖村一般 会計予算の議定についてを議題と致します。本案について、提案理由の説明を求めます。伊 藤村長。,R3-3kaigiroku,24
2021,R3-3kaigiroku,◎議案第１６号令和３年度御杖村一般会計予算の議定について,Construction,1005525000,"予算,取得,基金,決算,補助金",副村長(松原永治君),,副村長の松原でございます。続きまして私から、令和３年度御杖村一般会 計予算の概要についてご説明申し上げます。説明に入ります前に、予算書のレイアウト変更 についてご報告いたします。お手元の令和３年度御杖村一般会計予算書の２ページ以降を お開き下さい。今年度行いました財務会計システムの変更に伴いまして、レイアウトがこれまで の横組みから、決算書と同様、縦組みに変更となっておりますので、よろしくお願いい,R3-3kaigiroku,27
2021,R3-3kaigiroku,◎議案第１６号令和３年度御杖村一般会計予算の議定について,,,"予算,決算",議長(山岡隆良君),,質疑なしと認めます。これで質疑を終わります。本案については、議会運営委 員長の報告のとおり、全員協議会で詳細な説明を受け、予算決算委員会に付託することにした いと思います。ご異議ありませんか。 （「異議なし」の声あり）,R3-3kaigiroku,27
2021,R3-3kaigiroku,◎議案第１７号令和３年度御杖村簡易水道事業特別,Water/Sewer,,"予算,決算",議長(山岡隆良君),,異議なしと認めます。したがって、日程２３議案第１６号令和３年度御杖村一般 会計予算の議定については、予算決算委員会に付託することに決定しました。   ◎議案第１７号令和３年度御杖村簡易水道事業特別 会計予算の議定について ［上程、説明、総括的質疑、付託］ ,R3-3kaigiroku,27
2021,R3-3kaigiroku,◎議案第１７号令和３年度御杖村簡易水道事業特別,Water/Sewer,,予算,議長(山岡隆良君),,次に、日程第２４議案第１７号令和３年度御杖村簡易水道事業特別会計予算 の議定についてを議題とします。本案について、提案理由の説明を求めます。伊藤村長。,R3-3kaigiroku,27
2021,R3-3kaigiroku,◎議案第１７号令和３年度御杖村簡易水道事業特別,Water/Sewer,,"予算,決算",議長(山岡隆良君),,質疑なしと認めます。これで質疑を終わります。本案についても、議会運営委 員長の報告のとおり、全員協議会で詳細な説明を受け、予算決算委員会に付託することにした いと思います。ご異議ありませんか。 （「異議なし」の声あり）,R3-3kaigiroku,27
2021,R3-3kaigiroku,◎議案第１８号令和３年度御杖村国民健康保険特別,Water/Sewer,,"予算,決算",議長(山岡隆良君),,異議なしと認めます。したがって、日程第２４議案第１７号令和３年度御杖村簡 易水道事業特別会計予算の議定についても、予算決算委員会に付託することに決定しました。   ◎議案第１８号令和３年度御杖村国民健康保険特別 会計予算の議定について ［上程、説明、総括的質疑、付託］ ,R3-3kaigiroku,27
2021,R3-3kaigiroku,◎議案第１８号令和３年度御杖村国民健康保険特別,,,予算,議長(山岡隆良君),,次に、日程第２５議案第１８号令和３年度御杖村国民健康保険特別会計予算 の議定についてを議題とします。本案について、提案理由の説明を求めます。伊藤村長。 －２８－,R3-3kaigiroku,28
2021,R3-3kaigiroku,◎議案第１８号令和３年度御杖村国民健康保険特別,,,"予算,決算",議長(山岡隆良君),,質疑なしと認めます。これで質疑を終わります。本案についても、議会運営委 員長の報告のとおり、全員協議会で詳細な説明を受け、予算決算委員会に付託することにした いと思います。ご異議ありませんか。 （「異議なし」の声あり）,R3-3kaigiroku,28
2021,R3-3kaigiroku,◎議案第１９号令和３年度御杖村介護保険特別会計,,,"予算,決算",議長(山岡隆良君),,異議なしと認めます。したがって、日程第２５議案第１８号令和３年度御杖村国 民健康保険特別会計予算の議定についても、予算決算委員会に付託することに決定しました。   ◎議案第１９号令和３年度御杖村介護保険特別会計 予算の議定について ［上程、説明、総括的質疑、付託］ ,R3-3kaigiroku,28
2021,R3-3kaigiroku,◎議案第１９号令和３年度御杖村介護保険特別会計,,,予算,議長(山岡隆良君),,次に、日程第２６議案第１９号令和３年度御杖村介護保険特別会計予算の議 定についてを議題とします。本案について、提案理由の説明を求めます。伊藤村長。,R3-3kaigiroku,28
2021,R3-3kaigiroku,◎議案第１９号令和３年度御杖村介護保険特別会計,,,"予算,決算",議長(山岡隆良君),,質疑なしと認めます。これで質疑を終わります。本案についても、議会運営委 員長の報告のとおり、全員協議会で詳細な説明を受け、予算決算委員会に付託することにした いと思います。ご異議ありませんか。 （「異議なし」の声あり）,R3-3kaigiroku,28
2021,R3-3kaigiroku,◎議案第２０号令和３年度御杖村後期高齢者医療特別,,,"予算,決算",議長(山岡隆良君),,異議なしと認めます。したがって、日程第２６議案第１９号令和３年度御杖村介 護保険特別会計予算の議定についても、予算決算委員会に付託することに決定しました。   ◎議案第２０号令和３年度御杖村後期高齢者医療特別 会計予算の議定について ［上程、説明、総括的質疑、付託］ －２９－,R3-3kaigiroku,29
2021,R3-3kaigiroku,◎議案第２０号令和３年度御杖村後期高齢者医療特別,,,予算,議長(山岡隆良君),,次に、日程第２７･議案第２０号･令和３年度御杖村後期高齢者医療特別会計 予算の議定についてを議題とします。本案について、提案理由の説明を求めます。伊藤村長。,R3-3kaigiroku,29
2021,R3-3kaigiroku,◎議案第２０号令和３年度御杖村後期高齢者医療特別,,,"予算,決算",議長(山岡隆良君),,質疑なしと認めます。これで質疑を終わります。本案についても、議会運営委 員長の報告のとおり、全員協議会で詳細な説明を受け、予算決算委員会に付託することにした いと思います。ご異議ありませんか。 （「異議なし」の声あり）,R3-3kaigiroku,29
2021,R3-3kaigiroku,◎諮問第１号人権擁護委員候補者の推薦につき意見,,,"予算,決算",議長(山岡隆良君),,異議なしと認めます。したがって、日程第２７議案第２０号令和３年度御杖村後 期高齢者医療特別会計予算の議定についても、予算決算委員会に付託することに決定しまし た。   ◎諮問第１号人権擁護委員候補者の推薦につき意見 を求めることについて ［上程、説明］ ,R3-3kaigiroku,29
2021,R3-3kaigiroku,◎同意第４号御杖村監査委員の選任につき同意を,Village Development,,"予算,補正予算",議長(山岡隆良君),,以上をもって、本日の日程は全て終了致しました。次回の本会議は３月１８日 木曜日･午後１時３０分より開くことに致します。本日は、これにて散会致します。お疲れ様でし た。    （午後０時１５分 散会）   －３３－ －３４－ （令和３年３月１８日）     －３５－ 令和３年３月御杖村議会定例会（第２号） 令和３年３月１８日（木） 開議 午後１時３０分 ◎議事日程［審議結果］ 第１   承認第１号 ,R3-3kaigiroku,37
2021,R3-3kaigiroku,◎承認第１号専決処分の承認を求めることについて（令和２年度御杖,,,"予算,補正予算",議長(山岡隆良君),,皆さん、ご苦労様でございます。本日の３月定例会の続会をご案内させてい ただいたところ、ご出席をいただきありがとうございます。全議員が出席でございます。地方自治 法第１１３条の規定による定足数に達していますので、本日の会議を開きます。本日の議事日 程は、お手元に配布の日程第２号とおりとします。   ◎承認第１号専決処分の承認を求めることについて（令和２年度御杖 村一般会計補正予算(第９号)）・承認第,R3-3kaigiroku,37
2021,R3-3kaigiroku,◎承認第１号専決処分の承認を求めることについて（令和２年度御杖,,,"予算,決算,補正予算",議長(山岡隆良君),,ただちに議題に入ります。日程第１承認第１号専決処分の承認を求めることに ついて、令和２年度御杖村一般会計補正予算第９号、日程第２承認第２号専決処分の承認を 求めることについて、令和２年度御杖村介護保険特別会計補正予算第４号の２議案につきまし ては、予算決算委員会に付託した案件でございます。これを一括議題とし、御杖村会議規則第 ４１条第１項の規定に基づき、委員長から一括して審査経過及び結果の報告をお,R3-3kaigiroku,37
2021,R3-3kaigiroku,◎承認第１号専決処分の承認を求めることについて（令和２年度御杖,,,"予算,決算,補正予算",委員長(松岡一生君),,予算決算委員会を代表しまして、当委員会に付託されました、日程第１承 認第１号及び日程第２承認第２号につきまして、その審査の経過と結果についてご報告いた します。まず、審査の経緯でございますが、去る３月９日の本会議におきまして、専決補正予 算２件及び補正予算５件、令和３年度当初決算５件の合計１２件の案件が付託されたことに より、３月１５日に委員会を開催いたしました。当日は、全委員及び村長をはじめ各部,R3-3kaigiroku,37
2021,R3-3kaigiroku,◎承認第１号専決処分の承認を求めることについて,,,"予算,補正予算",議長(山岡隆良君),,質疑なしと認めます。これで質疑を終わります。   ◎承認第１号専決処分の承認を求めることについて （令和２年度御杖村一般会計補正予算(第９号)） ［討論、採決］ ,R3-3kaigiroku,38
2021,R3-3kaigiroku,◎承認第１号専決処分の承認を求めることについて,,,"予算,補正予算",議長(山岡隆良君),,続いて議案ごとに、討論及び採決を行います。まず、日程第１承認第１号専決 処分の承認を求めることについて･令和２年度御杖村一般会計補正予算第９号を議題とし、討 論を行います。討論はありませんか。 （「討論なし」の声あり）,R3-3kaigiroku,38
2021,R3-3kaigiroku,◎承認第２号専決処分の承認を求めることについて,,,"予算,補正予算",議長(山岡隆良君),,ありがとうございます。全員の起立により、日程第１承認第号専決処分の承認 を求めることについて、令和２年度御杖村一般会計補正予算第９号は、委員長の報告のとおり 承認されました。   ◎承認第２号専決処分の承認を求めることについて （令和２年度御杖村介護保険特別会計補正予算(第４号)） ［討論、採決］ ,R3-3kaigiroku,38
2021,R3-3kaigiroku,◎承認第２号専決処分の承認を求めることについて,,,"予算,補正予算",議長(山岡隆良君),,次に、日程第２承認第２号専決処分の承認を求めることについて、令和２年度 御杖村介護保険特別会計補正予算第４号を議題とし、討論を行います。討論はありませんか。 （「討論なし」の声あり）,R3-3kaigiroku,38
2021,R3-3kaigiroku,◎議案第２号御杖村ドクターヘリ場外離着陸場の設置及び管理に関す,,,"予算,補正予算",議長(山岡隆良君),,ありがとうございます。全員の起立により、日程第２承認第２号専決処分の承認 を求めることについて、令和２年度御杖村介護保険特別会計補正予算第４号は、委員長の報 告のとおり承認されました。   ◎議案第２号御杖村ドクターヘリ場外離着陸場の設置及び管理に関す る条例の制定について・議案第３号御杖村における部落差別撤廃 とあらゆる差別をなくすことを目指す条例の全部を改正する条例の 制定について・議案第４号,R3-3kaigiroku,39
2021,R3-3kaigiroku,◎議案１１号令和２年度御杖村一般会計補正予算(第１０号)の議定に,Water/Sewer,,"予算,補正予算",議長(山岡隆良君),,ありがとうございます。全員の起立により、日程第８議案第９号御杖村の公の施 設の指定管理者の指定については、委員長の報告のとおり可決されました。   ◎議案１１号令和２年度御杖村一般会計補正予算(第１０号)の議定に ついて・議案第１２号令和２年度御杖村簡易水道事業特別会計補 正予算(第２号)の議定について・議案第１３号令和２年度御杖村国 民健康保険特別会計補正予算(第５号)の議定について・議案第１ ,R3-3kaigiroku,42
